lsoa11cd,lsoa11nm,eco_active_unemployed11,pop11
E01000772,Bromley 012E,17,1016
E01000773,Bromley 024B,26,1006
E01000774,Bromley 041D,36,1062
E01000775,Bromley 024C,39,1547
E01000777,Bromley 024D,36,1098
E01000778,Bromley 024E,42,1122
E01000779,Bromley 001A,40,929
E01000780,Bromley 001B,57,1058
E01000781,Bromley 001C,78,998
E01000782,Bromley 001D,66,979
E01000783,Bromley 001E,76,1019
E01000784,Bromley 002E,38,1095
E01000785,Bromley 001F,57,974
E01000786,Bromley 032A,30,986
E01000787,Bromley 029C,53,1000
E01000788,Bromley 029D,50,1122
E01000789,Bromley 032B,106,1121
E01000790,Bromley 028C,60,1481
E01000791,Bromley 029E,34,991
E01000792,Bromley 032C,33,773
E01000793,Bromley 032D,24,1131
E01000794,Bromley 035E,29,1124
E01000795,Bromley 032E,35,984
E01000796,Bromley 009C,96,1157
E01000797,Bromley 013E,42,1210
E01000798,Bromley 009D,114,1112
E01000799,Bromley 004A,81,1255
E01000800,Bromley 009E,94,1238
E01000801,Bromley 015E,59,1052
E01000802,Bromley 004B,80,1326
E01000803,Bromley 004C,58,1200
E01000804,Bromley 004D,37,1055
E01000805,Bromley 004E,65,1156
E01000806,Bromley 009F,98,1262
E01000807,Bromley 022C,32,1098
E01000808,Bromley 025A,26,1115
E01000809,Bromley 022D,35,1053
E01000810,Bromley 025B,27,1078
E01000811,Bromley 025C,24,979
E01000812,Bromley 028D,31,1136
E01000813,Bromley 025D,32,1118
E01000814,Bromley 028E,19,1156
E01000815,Bromley 025E,16,1105
E01000816,Bromley 040A,45,1102
E01000818,Bromley 040B,28,1072
E01000819,Bromley 040C,87,1183
E01000820,Bromley 008C,33,1017
E01000822,Bromley 008D,58,1196
E01000823,Bromley 008E,42,1295
E01000824,Bromley 008F,46,900
E01000825,Bromley 008G,60,1189
E01000826,Bromley 021A,23,1163
E01000827,Bromley 021B,42,1196
E01000828,Bromley 011E,34,1131
E01000829,Bromley 018E,41,1264
E01000830,Bromley 021C,22,1089
E01000831,Bromley 021D,36,1158
E01000832,Bromley 030A,28,1056
E01000833,Bromley 021E,29,998
E01000834,Bromley 027E,18,956
E01000835,Bromley 030B,33,1119
E01000836,Bromley 030C,23,983
E01000837,Bromley 030D,32,1017
E01000838,Bromley 030E,19,982
E01000839,Bromley 030F,28,1106
E01000840,Bromley 030G,21,1048
E01000841,Bromley 030H,27,1108
E01000842,Camden 011A,35,1175
E01000843,Camden 014A,67,1299
E01000844,Camden 011B,35,1408
E01000845,Camden 014B,33,1166
E01000846,Camden 014C,62,1027
E01000847,Camden 014D,68,1171
E01000848,Camden 011C,41,1273
E01000849,Camden 011D,33,1274
E01000850,Camden 026A,31,1548
E01000851,Camden 026B,44,2206
E01000852,Camden 026C,24,1475
E01000853,Camden 025A,98,1231
E01000854,Camden 026D,49,1559
E01000855,Camden 028A,53,1623
E01000856,Camden 019A,100,1246
E01000857,Camden 018A,24,1122
E01000858,Camden 018B,88,1457
E01000859,Camden 018C,41,1289
E01000860,Camden 018D,31,1039
E01000861,Camden 019B,68,1339
E01000862,Camden 018E,31,1360
E01000863,Camden 021A,64,1290
E01000864,Camden 015A,55,1276
E01000865,Camden 015B,34,1330
E01000866,Camden 009A,81,1606
E01000867,Camden 015C,54,1225
E01000868,Camden 015D,90,1014
E01000869,Camden 015E,77,1733
E01000870,Camden 009B,71,1357
E01000871,Camden 005A,61,1267
E01000872,Camden 005B,70,1623
E01000873,Camden 005C,44,1317
E01000874,Camden 005D,35,1245
E01000875,Camden 013A,60,1394
E01000876,Camden 013B,91,1359
E01000877,Camden 005E,54,1296
E01000878,Camden 004A,33,1289
E01000879,Camden 004B,36,1119
E01000880,Camden 004C,27,1104
E01000881,Camden 008A,39,1162
E01000882,Camden 008B,25,1198
E01000883,Camden 008C,38,1065
E01000884,Camden 004D,25,1056
E01000885,Camden 004E,21,1018
E01000886,Camden 006A,37,1112
E01000887,Camden 006B,55,1190
E01000888,Camden 006C,58,1204
E01000889,Camden 007A,90,1216
E01000890,Camden 007B,90,1186
E01000891,Camden 007C,88,1138
E01000892,Camden 006D,50,1372
E01000893,Camden 002A,34,1194
E01000894,Camden 002B,29,1034
E01000895,Camden 002C,28,1201
E01000896,Camden 002D,37,1255
E01000897,Camden 008D,30,1161
E01000898,Camden 008E,52,1377
E01000899,Camden 002E,21,1201
E01000900,Camden 012A,87,1400
E01000901,Camden 007D,92,1418
E01000902,Camden 012B,67,1026
E01000903,Camden 006E,57,1148
E01000904,Camden 012C,100,1640
E01000905,Camden 012D,96,1392
E01000906,Camden 012E,39,1246
E01000907,Camden 001A,71,1062
E01000908,Camden 001B,67,1184
E01000909,Camden 001C,43,1253
E01000910,Camden 003A,33,1133
E01000911,Camden 003B,52,1133
E01000912,Camden 001D,75,1235
E01000913,Camden 001E,20,1286
E01000914,Camden 028B,51,1524
E01000915,Camden 027A,79,1158
E01000916,Camden 027B,59,1492
E01000917,Camden 027C,121,1415
E01000918,Camden 028C,86,1800
E01000919,Camden 028D,51,1797
E01000920,Camden 027D,67,1619
E01000921,Camden 003C,63,1662
E01000922,Camden 007E,49,1260
E01000923,Camden 003D,61,1179
E01000924,Camden 009C,52,1382
E01000925,Camden 009D,81,1084
E01000926,Camden 009E,45,1490
E01000927,Camden 007F,48,1419
E01000928,Camden 003E,51,1264
E01000929,Camden 020A,90,1188
E01000930,Camden 020B,85,1415
E01000931,Camden 013C,111,1494
E01000932,Camden 013D,54,1605
E01000933,Camden 020C,73,1414
E01000934,Camden 020D,85,1178
E01000935,Camden 020E,70,1000
E01000936,Camden 024A,73,1469
E01000937,Camden 025B,44,1322
E01000938,Camden 024B,95,1354
E01000939,Camden 024C,65,897
E01000940,Camden 024D,57,875
E01000941,Camden 025C,67,933
E01000942,Camden 025D,34,1957
E01000943,Camden 025E,42,923
E01000944,Camden 023A,78,1552
E01000945,Camden 023B,52,1509
E01000946,Camden 021B,38,1199
E01000947,Camden 021C,89,1715
E01000948,Camden 021D,44,1380
E01000949,Camden 023C,70,1201
E01000950,Camden 023D,78,1041
E01000951,Camden 023E,80,1106
E01000952,Camden 022A,76,1318
E01000953,Camden 022B,61,1256
E01000954,Camden 022C,84,1097
E01000955,Camden 022D,63,1141
E01000956,Camden 022E,74,1150
E01000957,Camden 019C,82,1379
E01000958,Camden 019D,93,1820
E01000959,Camden 019E,64,1252
E01000960,Camden 017A,67,1380
E01000961,Camden 017B,72,1123
E01000962,Camden 016A,50,1330
E01000963,Camden 017C,38,1416
E01000964,Camden 016B,51,1220
E01000965,Camden 016C,29,1243
E01000966,Camden 016D,20,1237
E01000967,Camden 017D,25,1031
E01000968,Camden 016E,39,1275
E01000969,Camden 010A,56,1720
E01000970,Camden 010B,39,1331
E01000971,Camden 010C,38,1177
E01000972,Camden 010D,90,1611
E01000973,Camden 010E,88,1613
E01000974,Camden 013E,79,1414
E01000975,Croydon 022A,54,1287
E01000976,Croydon 022B,82,1452
E01000977,Croydon 022C,104,1350
E01000978,Croydon 022D,86,1424
E01000979,Croydon 022E,53,1348
E01000980,Croydon 017A,56,1045
E01000981,Croydon 017B,57,1187
E01000982,Croydon 017C,70,1213
E01000983,Croydon 017D,64,1311
E01000984,Croydon 022F,77,1325
E01000985,Croydon 021A,43,1085
E01000986,Croydon 021B,41,1262
E01000987,Croydon 021C,37,1088
E01000989,Croydon 018A,29,1235
E01000990,Croydon 045A,70,1000
E01000991,Croydon 018B,42,1212
E01000992,Croydon 014A,98,1370
E01000993,Croydon 021D,49,1194
E01000994,Croydon 009A,75,1153
E01000995,Croydon 009B,81,1137
E01000996,Croydon 009C,46,949
E01000997,Croydon 009D,71,1005
E01000998,Croydon 010A,82,1170
E01000999,Croydon 009E,50,1016
E01001000,Croydon 010B,67,945
E01001001,Croydon 013A,74,861
E01001002,Croydon 009F,52,969
E01001003,Croydon 010C,57,1081
E01001004,Croydon 015A,89,1470
E01001005,Croydon 019A,78,1172
E01001006,Croydon 016A,64,1045
E01001007,Croydon 016B,90,1396
E01001008,Croydon 019B,76,1110
E01001009,Croydon 019C,62,1262
E01001010,Croydon 019D,75,1040
E01001011,Croydon 019E,93,1409
E01001012,Croydon 020A,122,1440
E01001013,Croydon 020B,125,1445
E01001014,Croydon 024A,121,1952
E01001015,Croydon 041A,57,1036
E01001016,Croydon 041B,41,1227
E01001017,Croydon 043A,42,1208
E01001018,Croydon 044A,42,1113
E01001019,Croydon 044B,37,1088
E01001020,Croydon 044C,36,1159
E01001021,Croydon 044D,56,858
E01001022,Croydon 044E,38,1001
E01001023,Croydon 041C,52,957
E01001024,Croydon 043B,42,1062
E01001025,Croydon 043C,33,940
E01001026,Croydon 043D,34,1245
E01001027,Croydon 043E,34,1140
E01001028,Croydon 038A,39,1188
E01001029,Croydon 038B,35,1183
E01001030,Croydon 038C,20,1020
E01001031,Croydon 038D,42,1087
E01001032,Croydon 035A,18,968
E01001033,Croydon 031A,71,1180
E01001034,Croydon 031B,51,1184
E01001035,Croydon 027A,81,1399
E01001036,Croydon 029A,40,1114
E01001037,Croydon 029B,62,1033
E01001038,Croydon 029C,69,1488
E01001039,Croydon 029D,35,1091
E01001040,Croydon 029E,67,1287
E01001041,Croydon 031C,77,1203
E01001042,Croydon 024B,98,1417
E01001043,Croydon 027B,124,2052
E01001044,Croydon 023A,66,1392
E01001045,Croydon 027C,109,1457
E01001046,Croydon 023B,49,1310
E01001047,Croydon 027D,61,1352
E01001048,Croydon 020C,101,1471
E01001049,Croydon 023C,33,1058
E01001050,Croydon 023D,52,1123
E01001051,Croydon 030A,73,996
E01001052,Croydon 030B,84,918
E01001053,Croydon 032A,57,1022
E01001054,Croydon 030C,88,1171
E01001055,Croydon 032B,83,1098
E01001056,Croydon 030D,111,1093
E01001057,Croydon 030E,122,1085
E01001058,Croydon 034A,42,941
E01001059,Croydon 034B,36,1086
E01001060,Croydon 034C,46,1152
E01001061,Croydon 034D,57,1124
E01001062,Croydon 026A,23,1156
E01001063,Croydon 026B,41,1167
E01001064,Croydon 026C,35,1173
E01001065,Croydon 034E,44,1026
E01001066,Croydon 034F,65,910
E01001067,Croydon 041D,37,1174
E01001068,Croydon 042A,60,1379
E01001069,Croydon 040A,29,969
E01001070,Croydon 040B,69,1164
E01001071,Croydon 042B,53,1374
E01001072,Croydon 042C,35,1035
E01001073,Croydon 037A,53,1109
E01001074,Croydon 041E,71,1464
E01001075,Croydon 040C,46,1084
E01001076,Croydon 036A,82,1086
E01001077,Croydon 032C,46,1032
E01001078,Croydon 032D,69,966
E01001079,Croydon 036B,78,1113
E01001080,Croydon 036C,89,1062
E01001081,Croydon 036D,71,957
E01001082,Croydon 032E,78,1102
E01001083,Croydon 003A,55,1158
E01001084,Croydon 002A,49,1314
E01001085,Croydon 004A,51,1138
E01001086,Croydon 003B,65,1317
E01001087,Croydon 003C,120,1692
E01001088,Croydon 004B,63,1205
E01001089,Croydon 004C,87,1293
E01001090,Croydon 004D,84,1629
E01001091,Croydon 004E,66,1187
E01001092,Croydon 037B,51,1221
E01001093,Croydon 037C,45,1233
E01001094,Croydon 038E,30,1142
E01001095,Croydon 031D,49,1112
E01001096,Croydon 037D,23,1145
E01001097,Croydon 037E,57,1594
E01001098,Croydon 037F,39,1063
E01001099,Croydon 040D,59,1084
E01001100,Croydon 031E,26,1093
E01001101,Croydon 035B,30,1035
E01001102,Croydon 035C,15,996
E01001103,Croydon 039A,34,1127
E01001104,Croydon 042D,46,1224
E01001105,Croydon 039B,46,1194
E01001106,Croydon 039C,43,1051
E01001107,Croydon 035D,44,1213
E01001108,Croydon 035E,36,1235
E01001109,Croydon 013B,84,1367
E01001110,Croydon 020D,95,1335
E01001111,Croydon 010D,74,1166
E01001112,Croydon 013C,108,1215
E01001113,Croydon 013D,101,1299
E01001114,Croydon 013E,93,961
E01001115,Croydon 015B,91,1172
E01001116,Croydon 013F,65,973
E01001117,Croydon 015C,113,2028
E01001118,Croydon 020E,105,1354
E01001119,Croydon 034G,22,1135
E01001120,Croydon 033A,26,931
E01001121,Croydon 039D,23,1030
E01001122,Croydon 033B,34,1205
E01001123,Croydon 033C,29,1068
E01001124,Croydon 033D,31,1159
E01001125,Croydon 033E,51,1254
E01001126,Croydon 034H,26,1061
E01001127,Croydon 025A,43,1210
E01001128,Croydon 025B,76,1071
E01001129,Croydon 026D,26,1092
E01001130,Croydon 025C,105,1053
E01001131,Croydon 018C,49,1127
E01001132,Croydon 018D,43,1111
E01001133,Croydon 026E,39,1053
E01001134,Croydon 018E,50,1234
E01001135,Croydon 025D,39,1211
E01001136,Croydon 007A,125,1401
E01001137,Croydon 001A,85,1340
E01001138,Croydon 001B,63,1180
E01001139,Croydon 007B,75,1196
E01001140,Croydon 007C,81,1211
E01001141,Croydon 008A,50,909
E01001142,Croydon 007D,62,1119
E01001143,Croydon 008B,125,1371
E01001144,Croydon 007E,122,1250
E01001145,Croydon 008C,106,1210
E01001146,Croydon 006A,81,1190
E01001147,Croydon 005A,90,1105
E01001148,Croydon 005B,87,1158
E01001149,Croydon 006B,83,1102
E01001150,Croydon 006C,73,1186
E01001151,Croydon 005C,91,1138
E01001152,Croydon 005D,81,1176
E01001153,Croydon 006D,75,1160
E01001154,Croydon 006E,115,1353
E01001155,Croydon 010E,86,1169
E01001156,Croydon 001C,86,1183
E01001157,Croydon 002B,48,1259
E01001158,Croydon 005E,71,1141
E01001159,Croydon 002C,67,1339
E01001160,Croydon 002D,76,1437
E01001161,Croydon 003D,106,1327
E01001162,Croydon 001D,94,1261
E01001163,Croydon 002E,68,1417
E01001164,Croydon 001E,95,1550
E01001165,Croydon 024C,65,1238
E01001166,Croydon 024D,86,1328
E01001167,Croydon 028A,96,1599
E01001168,Croydon 024E,55,1318
E01001169,Croydon 028B,64,1142
E01001170,Croydon 027E,64,1496
E01001171,Croydon 028C,50,1124
E01001172,Croydon 028D,80,1198
E01001173,Croydon 028E,87,1856
E01001174,Croydon 011A,66,1146
E01001175,Croydon 011B,86,1093
E01001176,Croydon 011C,75,1321
E01001177,Croydon 016C,64,1132
E01001178,Croydon 015D,101,959
E01001179,Croydon 016D,51,1071
E01001180,Croydon 016E,96,1205
E01001181,Croydon 015E,76,1290
E01001182,Croydon 011D,48,1009
E01001183,Croydon 011E,74,1168
E01001184,Croydon 011F,45,995
E01001185,Croydon 014B,74,1231
E01001186,Croydon 014C,117,1280
E01001187,Croydon 017E,98,1430
E01001188,Croydon 014D,111,1306
E01001189,Croydon 045B,51,879
E01001190,Croydon 045C,58,1112
E01001191,Croydon 008D,115,1319
E01001192,Croydon 008E,119,1155
E01001193,Croydon 014E,84,1225
E01001194,Croydon 045D,64,1141
E01001195,Ealing 021A,51,1372
E01001196,Ealing 015A,83,1276
E01001197,Ealing 021B,65,1228
E01001198,Ealing 021C,49,1130
E01001199,Ealing 021D,76,1311
E01001200,Ealing 025A,51,1177
E01001201,Ealing 025B,52,1211
E01001202,Ealing 025C,77,1552
E01001203,Ealing 025D,85,1424
E01001204,Ealing 018A,37,1191
E01001205,Ealing 018B,74,1151
E01001206,Ealing 018C,96,1133
E01001207,Ealing 018D,56,1258
E01001208,Ealing 018E,26,937
E01001209,Ealing 013A,33,1235
E01001210,Ealing 016A,97,1174
E01001211,Ealing 013B,51,1270
E01001212,Ealing 018F,46,1207
E01001213,Ealing 023A,82,1407
E01001214,Ealing 023B,65,1350
E01001215,Ealing 023C,81,1285
E01001216,Ealing 023D,60,1158
E01001217,Ealing 014A,51,1147
E01001218,Ealing 012A,94,1350
E01001219,Ealing 029A,91,1380
E01001220,Ealing 029B,90,996
E01001221,Ealing 020A,61,1625
E01001222,Ealing 019A,106,1951
E01001223,Ealing 020B,69,1220
E01001224,Ealing 019B,32,1210
E01001225,Ealing 020C,45,1385
E01001226,Ealing 019C,39,1166
E01001227,Ealing 019D,35,1137
E01001228,Ealing 019E,56,1446
E01001229,Ealing 031A,72,1126
E01001230,Ealing 031B,93,1233
E01001231,Ealing 027A,48,1444
E01001232,Ealing 031C,58,1182
E01001233,Ealing 031D,43,1123
E01001234,Ealing 027B,49,1156
E01001235,Ealing 020D,39,1333
E01001236,Ealing 020E,45,1251
E01001237,Ealing 031E,48,1271
E01001238,Ealing 015B,136,2385
E01001239,Ealing 015C,81,1203
E01001240,Ealing 024A,74,1230
E01001241,Ealing 024B,56,1157
E01001242,Ealing 024C,50,1043
E01001243,Ealing 024D,59,1230
E01001244,Ealing 024E,113,1934
E01001245,Ealing 024F,62,1520
E01001246,Ealing 015D,75,1000
E01001247,Ealing 015E,96,1688
E01001248,Ealing 035A,49,1172
E01001249,Ealing 028A,115,1776
E01001250,Ealing 028B,105,1619
E01001251,Ealing 030A,53,1266
E01001252,Ealing 030B,84,1474
E01001253,Ealing 030C,63,1250
E01001254,Ealing 030D,48,1257
E01001255,Ealing 028C,56,1200
E01001257,Ealing 008A,102,1186
E01001258,Ealing 010B,72,1242
E01001259,Ealing 014B,71,1094
E01001260,Ealing 012B,53,1406
E01001261,Ealing 012C,111,1667
E01001262,Ealing 010C,76,1107
E01001263,Ealing 010D,75,1219
E01001264,Ealing 010E,65,1131
E01001265,Ealing 006A,66,1264
E01001266,Ealing 006B,59,1404
E01001267,Ealing 006C,82,1388
E01001268,Ealing 012D,45,1220
E01001269,Ealing 001A,63,1465
E01001270,Ealing 004A,68,1281
E01001271,Ealing 001B,77,1345
E01001272,Ealing 006D,60,1213
E01001273,Ealing 020F,36,1208
E01001274,Ealing 020G,36,1140
E01001275,Ealing 020H,87,1508
E01001276,Ealing 011A,67,1372
E01001277,Ealing 011B,61,1438
E01001278,Ealing 011C,79,1461
E01001279,Ealing 013C,33,1092
E01001280,Ealing 011D,48,1315
E01001281,Ealing 013D,23,1091
E01001282,Ealing 016B,74,1095
E01001283,Ealing 016C,62,1120
E01001284,Ealing 022A,37,1139
E01001285,Ealing 016D,61,1221
E01001286,Ealing 016E,52,1171
E01001287,Ealing 016F,63,1014
E01001288,Ealing 022B,47,1091
E01001289,Ealing 022C,50,1002
E01001290,Ealing 022D,48,1423
E01001291,Ealing 014C,86,1210
E01001292,Ealing 014D,46,1289
E01001293,Ealing 014E,64,1191
E01001294,Ealing 017A,71,1457
E01001295,Ealing 017B,69,1376
E01001296,Ealing 017C,53,1115
E01001297,Ealing 017D,65,1366
E01001298,Ealing 017E,100,1400
E01001299,Ealing 035B,49,1341
E01001300,Ealing 039A,33,1227
E01001301,Ealing 039B,41,1481
E01001302,Ealing 039C,51,1220
E01001303,Ealing 032A,39,1243
E01001304,Ealing 039D,35,1283
E01001305,Ealing 035C,38,1292
E01001306,Ealing 035D,50,1223
E01001307,Ealing 002A,75,1400
E01001308,Ealing 002B,69,1541
E01001309,Ealing 001C,59,1366
E01001310,Ealing 001D,72,1346
E01001311,Ealing 001E,77,1494
E01001312,Ealing 002C,63,1360
E01001313,Ealing 002D,64,1295
E01001314,Ealing 002E,46,1194
E01001315,Ealing 003A,56,1091
E01001316,Ealing 003B,79,1105
E01001317,Ealing 003C,76,1302
E01001318,Ealing 003D,79,1217
E01001319,Ealing 004B,43,1071
E01001320,Ealing 003E,81,1021
E01001321,Ealing 003F,75,1449
E01001322,Ealing 004C,59,1289
E01001323,Ealing 004D,58,1304
E01001324,Ealing 008B,75,1133
E01001325,Ealing 009A,72,1225
E01001326,Ealing 008C,86,1169
E01001327,Ealing 009B,82,1288
E01001328,Ealing 009C,97,1184
E01001329,Ealing 009D,70,1208
E01001330,Ealing 008D,82,1127
E01001331,Ealing 009E,110,1118
E01001332,Ealing 008E,95,1091
E01001333,Ealing 038A,117,1382
E01001334,Ealing 029C,86,1145
E01001335,Ealing 038B,69,1308
E01001336,Ealing 038C,60,1183
E01001337,Ealing 029D,73,1129
E01001338,Ealing 029E,192,1417
E01001339,Ealing 029F,101,1295
E01001340,Ealing 029G,84,1521
E01001341,Ealing 005A,57,1283
E01001342,Ealing 005B,62,1410
E01001343,Ealing 005C,60,1135
E01001344,Ealing 007A,82,1639
E01001345,Ealing 005D,76,1225
E01001346,Ealing 007B,44,1388
E01001347,Ealing 007C,55,1189
E01001348,Ealing 007D,43,1207
E01001349,Ealing 006E,70,1057
E01001350,Ealing 027C,57,1131
E01001351,Ealing 025E,93,1486
E01001352,Ealing 027D,38,1171
E01001353,Ealing 033A,58,1296
E01001354,Ealing 027E,46,1398
E01001355,Ealing 033B,65,1327
E01001356,Ealing 033C,125,1334
E01001357,Ealing 033D,54,787
E01001358,Ealing 033E,101,1065
E01001359,Ealing 026A,96,1594
E01001360,Ealing 026B,80,1437
E01001361,Ealing 023E,84,1334
E01001362,Ealing 026C,99,1511
E01001363,Ealing 026D,77,1198
E01001364,Ealing 026E,74,1253
E01001365,Ealing 026F,97,1652
E01001366,Ealing 037A,96,1434
E01001367,Ealing 037B,89,1327
E01001368,Ealing 037C,73,1266
E01001369,Ealing 038D,107,1405
E01001370,Ealing 037D,111,1503
E01001371,Ealing 037E,106,1480
E01001372,Ealing 037F,95,1341
E01001373,Ealing 037G,71,1096
E01001374,Ealing 040A,51,1424
E01001375,Ealing 034A,33,1276
E01001376,Ealing 040B,66,1283
E01001377,Ealing 034B,31,1299
E01001379,Ealing 034C,27,1278
E01001380,Ealing 040C,43,1401
E01001381,Ealing 034D,65,1346
E01001382,Ealing 032B,26,1106
E01001383,Ealing 028D,67,1424
E01001384,Ealing 032C,34,1316
E01001385,Ealing 032D,37,1292
E01001386,Ealing 031F,51,1366
E01001387,Ealing 032E,58,1223
E01001388,Ealing 028E,55,1249
E01001389,Ealing 028F,67,1348
E01001390,Enfield 036A,62,1590
E01001391,Enfield 036B,71,1269
E01001392,Enfield 032A,58,1434
E01001393,Enfield 036C,118,1722
E01001394,Enfield 035A,77,1257
E01001395,Enfield 035B,93,1138
E01001396,Enfield 036D,47,1078
E01001397,Enfield 035C,91,1462
E01001398,Enfield 021A,33,1036
E01001399,Enfield 021B,23,1080
E01001400,Enfield 021C,38,1109
E01001401,Enfield 016A,41,939
E01001402,Enfield 021D,44,1408
E01001403,Enfield 021E,51,1131
E01001404,Enfield 026A,58,1068
E01001405,Enfield 015A,55,1238
E01001406,Enfield 015B,61,1190
E01001407,Enfield 005A,56,1174
E01001408,Enfield 004A,57,1235
E01001409,Enfield 005B,101,1355
E01001410,Enfield 005C,114,1191
E01001411,Enfield 004B,60,1319
E01001412,Enfield 004C,60,1336
E01001413,Enfield 004D,34,1153
E01001414,Enfield 004E,72,1077
E01001415,Enfield 011A,49,1110
E01001416,Enfield 013A,43,1278
E01001417,Enfield 011B,24,1433
E01001418,Enfield 011C,63,1218
E01001419,Enfield 020A,67,1481
E01001420,Enfield 020B,68,1142
E01001421,Enfield 020C,74,1181
E01001422,Enfield 011D,29,1196
E01001423,Enfield 027A,86,1236
E01001424,Enfield 030A,76,842
E01001425,Enfield 027B,128,1255
E01001426,Enfield 030B,116,1282
E01001427,Enfield 030C,112,1228
E01001428,Enfield 027C,93,1145
E01001429,Enfield 030D,157,1651
E01001430,Enfield 030E,125,1196
E01001431,Enfield 033A,98,1095
E01001432,Enfield 033B,93,1344
E01001433,Enfield 007A,118,1240
E01001434,Enfield 007B,59,1109
E01001435,Enfield 007C,59,1042
E01001436,Enfield 007D,80,1314
E01001437,Enfield 014A,133,1598
E01001438,Enfield 007E,92,1183
E01001439,Enfield 006A,98,1367
E01001440,Enfield 012A,82,1152
E01001441,Enfield 006B,94,1093
E01001442,Enfield 002A,97,1047
E01001444,Enfield 001A,75,1215
E01001445,Enfield 003B,105,1631
E01001446,Enfield 001B,97,1291
E01001447,Enfield 003C,135,1373
E01001448,Enfield 003D,109,1292
E01001449,Enfield 003E,91,1108
E01001450,Enfield 015C,79,1403
E01001451,Enfield 017A,37,1148
E01001452,Enfield 017B,23,997
E01001453,Enfield 017C,53,1200
E01001454,Enfield 017D,34,1125
E01001455,Enfield 021F,37,1143
E01001456,Enfield 022A,21,997
E01001457,Enfield 010A,43,1209
E01001458,Enfield 037A,111,1252
E01001459,Enfield 024A,66,1208
E01001460,Enfield 024B,91,1164
E01001461,Enfield 027D,105,1204
E01001462,Enfield 024C,75,979
E01001463,Enfield 031A,69,1136
E01001464,Enfield 027E,51,926
E01001465,Enfield 031B,82,1101
E01001466,Enfield 031C,91,1221
E01001467,Enfield 031D,85,1314
E01001468,Enfield 010B,21,995
E01001469,Enfield 008A,52,1186
E01001470,Enfield 013B,32,1126
E01001471,Enfield 010C,68,1333
E01001472,Enfield 010D,51,1253
E01001473,Enfield 013C,63,1099
E01001474,Enfield 010E,35,1377
E01001475,Enfield 013D,38,1218
E01001476,Enfield 018A,68,1173
E01001477,Enfield 018B,77,1254
E01001478,Enfield 016B,70,1103
E01001479,Enfield 023A,76,1188
E01001480,Enfield 024D,68,1133
E01001481,Enfield 018C,72,1172
E01001482,Enfield 023B,92,1296
E01001483,Enfield 025A,75,871
E01001484,Enfield 016C,45,931
E01001485,Enfield 025B,84,1229
E01001486,Enfield 025C,103,1434
E01001487,Enfield 023C,102,1309
E01001488,Enfield 024E,100,1292
E01001489,Enfield 023D,70,1249
E01001491,Enfield 023E,104,1378
E01001492,Enfield 025E,99,1354
E01001493,Enfield 026B,83,1314
E01001494,Enfield 026C,55,1130
E01001495,Enfield 029A,52,1372
E01001496,Enfield 026D,45,1267
E01001497,Enfield 031E,54,1059
E01001498,Enfield 029B,74,1518
E01001499,Enfield 031F,87,1218
E01001500,Enfield 035D,47,1127
E01001501,Enfield 036E,70,1411
E01001502,Enfield 018D,76,1388
E01001503,Enfield 018E,78,1289
E01001504,Enfield 012B,68,1084
E01001505,Enfield 012C,95,1241
E01001506,Enfield 014B,90,1113
E01001507,Enfield 012D,102,1336
E01001508,Enfield 012E,97,1396
E01001509,Enfield 014C,82,1236
E01001510,Enfield 014D,105,960
E01001511,Enfield 016D,56,1227
E01001512,Enfield 015D,66,1275
E01001513,Enfield 012F,74,1208
E01001514,Enfield 016E,75,1317
E01001515,Enfield 015E,112,1350
E01001516,Enfield 005D,77,1286
E01001517,Enfield 006C,109,1271
E01001518,Enfield 016F,71,1330
E01001519,Enfield 020D,99,1941
E01001520,Enfield 019A,58,1258
E01001521,Enfield 028A,51,1311
E01001522,Enfield 019B,55,1278
E01001523,Enfield 019C,63,1215
E01001524,Enfield 019D,64,1124
E01001525,Enfield 020E,56,1352
E01001526,Enfield 019E,49,1165
E01001527,Enfield 036F,46,1191
E01001528,Enfield 032B,82,1085
E01001529,Enfield 032C,74,1166
E01001530,Enfield 032D,55,968
E01001531,Enfield 028B,31,1113
E01001532,Enfield 028C,33,1340
E01001533,Enfield 028D,37,1101
E01001534,Enfield 032E,40,1224
E01001535,Enfield 028E,42,1091
E01001536,Enfield 008B,55,1280
E01001537,Enfield 005E,51,1225
E01001538,Enfield 009A,48,1221
E01001539,Enfield 009B,47,1216
E01001540,Enfield 008C,69,1328
E01001541,Enfield 008D,39,1104
E01001542,Enfield 008E,57,1102
E01001543,Enfield 009C,45,1176
E01001544,Enfield 009D,44,1144
E01001545,Enfield 002B,95,1233
E01001546,Enfield 001C,94,1263
E01001547,Enfield 002C,89,1255
E01001548,Enfield 002D,84,1264
E01001549,Enfield 006D,135,1317
E01001550,Enfield 006E,90,1147
E01001551,Enfield 002E,91,1177
E01001552,Enfield 001D,59,1266
E01001553,Enfield 037B,81,1098
E01001554,Enfield 037C,99,1242
E01001555,Enfield 033C,115,1273
E01001556,Enfield 035E,69,1155
E01001557,Enfield 033D,65,1096
E01001558,Enfield 033E,76,1059
E01001559,Enfield 033F,109,1444
E01001560,Enfield 035F,80,1164
E01001562,Enfield 037D,113,1240
E01001563,Enfield 029C,52,1240
E01001564,Enfield 022B,44,1203
E01001565,Enfield 029D,55,1221
E01001566,Enfield 029E,53,1308
