lsoa11cd,lsoa11nm,eco_active_unemployed11,pop11
E01002327,Havering 009A,37,1069
E01002328,Havering 009B,42,1239
E01002329,Havering 011D,43,1148
E01002330,Havering 011E,65,1249
E01002331,Havering 005E,45,1104
E01002332,Havering 009C,46,1168
E01002333,Havering 008A,31,942
E01002334,Havering 008B,40,1252
E01002335,Havering 009D,44,1063
E01002336,Havering 008C,40,1083
E01002337,Havering 012A,20,914
E01002338,Havering 009E,35,980
E01002339,Havering 008D,28,1155
E01002340,Havering 009F,36,993
E01002341,Havering 008E,25,976
E01002342,Havering 030A,79,1121
E01002343,Havering 029A,43,1253
E01002344,Havering 029B,34,1118
E01002345,Havering 030B,92,1175
E01002346,Havering 030C,73,1128
E01002347,Havering 030D,46,1029
E01002348,Havering 029C,26,1140
E01002349,Havering 029D,45,1140
E01002350,Havering 016B,66,1150
E01002351,Havering 016C,58,1191
E01002352,Havering 016D,61,1223
E01002353,Havering 013B,69,1481
E01002354,Havering 012B,23,958
E01002355,Havering 014E,30,1071
E01002356,Havering 013C,134,1597
E01002358,Havering 016E,80,1407
E01002359,Havering 020A,21,938
E01002360,Havering 020B,30,963
E01002361,Havering 020C,70,1264
E01002362,Havering 022D,40,1116
E01002363,Havering 020D,59,1144
E01002364,Havering 023C,37,1017
E01002365,Havering 023D,30,955
E01002366,Havering 023E,37,1081
E01002367,Havering 020E,47,1165
E01002368,Havering 028A,118,1141
E01002369,Havering 028B,67,1369
E01002370,Havering 028C,104,1425
E01002371,Havering 028D,36,1156
E01002372,Havering 027C,46,1150
E01002373,Havering 027D,47,1119
E01002374,Havering 027E,50,1099
E01002375,Havering 028E,74,1132
E01002376,Havering 012C,21,1074
E01002377,Havering 010D,32,1189
E01002378,Havering 010E,33,1237
E01002379,Havering 012D,40,1097
E01002380,Havering 012E,87,1597
E01002381,Havering 012F,35,1129
E01002382,Havering 014F,31,1331
E01002383,Havering 010F,35,1158
E01002384,Havering 019D,25,1089
E01002385,Havering 024A,30,1142
E01002386,Havering 022E,37,1344
E01002387,Havering 024B,25,1127
E01002388,Havering 024C,32,1180
E01002389,Havering 024D,28,1104
E01002390,Havering 024E,20,1054
E01002391,Havering 018E,33,1072
E01002392,Hillingdon 020A,85,1075
E01002393,Hillingdon 020B,92,1391
E01002394,Hillingdon 021A,56,1101
E01002395,Hillingdon 021B,60,1054
E01002396,Hillingdon 026A,68,1241
E01002397,Hillingdon 021C,94,1248
E01002398,Hillingdon 021D,75,1312
E01002399,Hillingdon 021E,44,1172
E01002400,Hillingdon 024A,60,1288
E01002401,Hillingdon 024B,71,1224
E01002402,Hillingdon 024C,70,1075
E01002403,Hillingdon 024D,56,1227
E01002404,Hillingdon 024E,84,1259
E01002405,Hillingdon 027A,101,1401
E01002406,Hillingdon 027B,115,1501
E01002407,Hillingdon 030A,122,1702
E01002408,Hillingdon 019A,48,1159
E01002409,Hillingdon 019B,71,1248
E01002410,Hillingdon 017A,61,1308
E01002411,Hillingdon 022A,62,1290
E01002412,Hillingdon 017B,50,1787
E01002413,Hillingdon 022B,75,1093
E01002414,Hillingdon 015A,33,3058
E01002415,Hillingdon 010A,29,1256
E01002416,Hillingdon 008A,44,1267
E01002417,Hillingdon 008B,37,1135
E01002418,Hillingdon 006A,39,1234
E01002419,Hillingdon 006B,37,1107
E01002420,Hillingdon 008C,48,1153
E01002421,Hillingdon 008D,41,1196
E01002422,Hillingdon 018A,42,1010
E01002423,Hillingdon 018B,44,1196
E01002424,Hillingdon 018C,37,1136
E01002425,Hillingdon 018D,89,1333
E01002426,Hillingdon 021F,60,1199
E01002427,Hillingdon 018E,42,1084
E01002428,Hillingdon 018F,29,1054
E01002429,Hillingdon 019C,60,989
E01002430,Hillingdon 007A,32,1097
E01002431,Hillingdon 006C,31,1004
E01002432,Hillingdon 006D,36,1153
E01002433,Hillingdon 004A,47,1345
E01002434,Hillingdon 007B,18,954
E01002435,Hillingdon 007C,17,1051
E01002436,Hillingdon 004B,29,1157
E01002437,Hillingdon 006E,20,1024
E01002438,Hillingdon 003A,27,928
E01002439,Hillingdon 003B,35,1125
E01002440,Hillingdon 003C,43,1015
E01002441,Hillingdon 003D,48,1137
E01002442,Hillingdon 003E,50,1118
E01002443,Hillingdon 032A,62,1208
E01002444,Hillingdon 031A,74,1517
E01002445,Hillingdon 029A,63,1042
E01002446,Hillingdon 031B,53,1171
E01002447,Hillingdon 031C,69,1331
E01002448,Hillingdon 032B,78,1448
E01002449,Hillingdon 032C,60,1395
E01002450,Hillingdon 014A,37,1012
E01002451,Hillingdon 014B,37,1082
E01002452,Hillingdon 014C,38,1136
E01002453,Hillingdon 014D,36,1233
E01002454,Hillingdon 014E,65,1203
E01002455,Hillingdon 019D,72,1259
E01002456,Hillingdon 017C,55,1109
E01002457,Hillingdon 019E,59,1138
E01002458,Hillingdon 011A,23,1020
E01002459,Hillingdon 011B,24,1132
E01002460,Hillingdon 011C,27,926
E01002461,Hillingdon 013A,26,1075
E01002462,Hillingdon 011D,26,992
E01002463,Hillingdon 013B,26,1122
E01002464,Hillingdon 011E,37,1100
E01002465,Hillingdon 009A,43,1108
E01002466,Hillingdon 010B,38,1177
E01002467,Hillingdon 009B,15,999
E01002468,Hillingdon 010C,39,1250
E01002469,Hillingdon 010D,25,1247
E01002470,Hillingdon 007D,46,1212
E01002471,Hillingdon 008E,30,1189
E01002472,Hillingdon 002A,32,1166
E01002473,Hillingdon 001A,24,1191
E01002474,Hillingdon 002B,27,1090
E01002475,Hillingdon 001B,35,1075
E01002476,Hillingdon 001C,32,1160
E01002477,Hillingdon 001D,22,933
E01002478,Hillingdon 002C,50,1122
E01002479,Hillingdon 004C,52,1202
E01002480,Hillingdon 004D,36,1275
E01002481,Hillingdon 004E,48,1175
E01002482,Hillingdon 001E,35,1138
E01002483,Hillingdon 002D,64,1264
E01002484,Hillingdon 002E,29,1057
E01002485,Hillingdon 002F,69,1261
E01002486,Hillingdon 028A,73,1485
E01002487,Hillingdon 028B,77,1304
E01002488,Hillingdon 030B,58,1219
E01002489,Hillingdon 030C,76,1329
E01002490,Hillingdon 030D,77,1499
E01002491,Hillingdon 032D,68,1118
E01002492,Hillingdon 030E,58,1161
E01002493,Hillingdon 032E,67,1218
E01002494,Hillingdon 009C,43,1252
E01002495,Hillingdon 010E,46,1753
E01002496,Hillingdon 033A,69,1315
E01002497,Hillingdon 033B,67,1318
E01002498,Hillingdon 033C,30,1021
E01002499,Hillingdon 033D,66,1243
E01002501,Hillingdon 026B,76,1210
E01002502,Hillingdon 026C,72,1169
E01002503,Hillingdon 027C,68,1240
E01002504,Hillingdon 027D,84,1466
E01002505,Hillingdon 026D,81,1213
E01002506,Hillingdon 027E,98,1302
E01002507,Hillingdon 027F,63,1211
E01002508,Hillingdon 026E,99,1356
E01002509,Hillingdon 017D,34,1047
E01002511,Hillingdon 017E,50,1122
E01002512,Hillingdon 013C,27,1282
E01002513,Hillingdon 013D,24,1024
E01002514,Hillingdon 015C,35,1440
E01002515,Hillingdon 015D,50,1201
E01002516,Hillingdon 013E,31,1081
E01002518,Hillingdon 022C,29,1060
E01002519,Hillingdon 022D,56,1171
E01002520,Hillingdon 016B,76,1200
E01002521,Hillingdon 016C,70,1307
E01002523,Hillingdon 016D,40,1286
E01002525,Hillingdon 029B,46,1218
E01002526,Hillingdon 028C,81,1334
E01002527,Hillingdon 031D,51,1073
E01002528,Hillingdon 028D,65,1196
E01002529,Hillingdon 029C,82,1536
E01002530,Hillingdon 029D,65,1034
E01002531,Hillingdon 029E,38,1232
E01002532,Hillingdon 028E,107,1643
E01002533,Hillingdon 005A,38,1061
E01002534,Hillingdon 005B,32,1030
E01002535,Hillingdon 007E,36,1340
E01002536,Hillingdon 009D,25,1021
E01002537,Hillingdon 009E,40,1072
E01002538,Hillingdon 005C,31,1194
E01002539,Hillingdon 005D,32,1079
E01002540,Hillingdon 020C,81,1211
E01002541,Hillingdon 023A,72,1451
E01002542,Hillingdon 020D,86,1303
E01002543,Hillingdon 020E,79,1160
E01002544,Hillingdon 023B,57,1241
E01002545,Hillingdon 023C,78,1001
E01002546,Hillingdon 023D,47,1140
E01002547,Hillingdon 023E,74,1140
E01002548,Hillingdon 025A,71,1114
E01002549,Hillingdon 025B,53,1323
E01002550,Hillingdon 022E,72,1373
E01002551,Hillingdon 025C,62,1378
E01002552,Hillingdon 025D,64,1155
E01002553,Hillingdon 025E,65,1227
E01002554,Hillingdon 022F,106,1955
E01002555,Hounslow 022A,54,1434
E01002556,Hounslow 022B,48,1190
E01002557,Hounslow 023A,57,1293
E01002558,Hounslow 023B,93,1397
E01002559,Hounslow 023C,70,1657
E01002560,Hounslow 023D,67,1231
E01002561,Hounslow 023E,59,957
E01002562,Hounslow 003A,57,1066
E01002563,Hounslow 006A,50,1288
E01002564,Hounslow 003B,74,1386
E01002565,Hounslow 006B,56,2421
E01002566,Hounslow 003C,88,1618
E01002567,Hounslow 006C,56,1378
E01002568,Hounslow 003D,147,2029
E01002569,Hounslow 001A,45,1383
E01002570,Hounslow 001B,59,1362
E01002571,Hounslow 007A,30,1013
E01002572,Hounslow 007B,79,1202
E01002573,Hounslow 001C,40,1230
E01002574,Hounslow 001D,25,1190
E01002575,Hounslow 001E,35,1316
E01002576,Hounslow 008A,53,1283
E01002577,Hounslow 007C,28,1261
E01002578,Hounslow 007D,36,1103
E01002579,Hounslow 008B,33,1339
E01002580,Hounslow 008C,39,1068
E01002581,Hounslow 008D,40,1492
E01002582,Hounslow 008E,31,1245
E01002583,Hounslow 013A,60,1278
E01002584,Hounslow 013B,67,1264
E01002585,Hounslow 013C,52,1246
E01002586,Hounslow 013D,66,1302
E01002587,Hounslow 016A,69,1436
E01002588,Hounslow 016B,95,1200
E01002589,Hounslow 013E,80,1436
E01002590,Hounslow 022C,51,1361
E01002591,Hounslow 024A,49,1256
E01002592,Hounslow 022D,59,1448
E01002593,Hounslow 024B,57,1559
E01002594,Hounslow 024C,75,1422
E01002595,Hounslow 022E,66,1430
E01002596,Hounslow 027A,60,1515
E01002598,Hounslow 025B,79,1328
E01002599,Hounslow 025C,60,1152
E01002600,Hounslow 025D,47,1096
E01002601,Hounslow 027B,44,1205
E01002602,Hounslow 027C,38,1081
E01002603,Hounslow 025E,73,1362
E01002604,Hounslow 026A,95,1149
E01002605,Hounslow 026B,73,1312
E01002606,Hounslow 026C,93,1183
E01002607,Hounslow 026D,56,1361
E01002608,Hounslow 028A,70,1196
E01002609,Hounslow 028B,59,1289
E01002610,Hounslow 028C,58,1096
E01002611,Hounslow 024D,59,1310
E01002612,Hounslow 024E,58,1219
E01002613,Hounslow 024F,63,1287
E01002614,Hounslow 027D,58,1319
E01002615,Hounslow 026E,50,1073
E01002616,Hounslow 027E,42,978
E01002617,Hounslow 028D,35,1206
E01002618,Hounslow 011A,43,1322
E01002619,Hounslow 010A,82,1448
E01002620,Hounslow 004A,82,1295
E01002621,Hounslow 011B,75,1368
E01002622,Hounslow 010B,65,1317
E01002623,Hounslow 011C,64,1208
E01002624,Hounslow 017A,61,1143
E01002625,Hounslow 004B,61,1289
E01002626,Hounslow 004C,70,1263
E01002627,Hounslow 004D,91,1219
E01002628,Hounslow 011D,59,1491
E01002629,Hounslow 011E,71,1525
E01002630,Hounslow 012A,56,1294
E01002631,Hounslow 004E,52,1195
E01002632,Hounslow 010C,53,1351
E01002633,Hounslow 005A,72,1164
E01002634,Hounslow 005B,91,1164
E01002635,Hounslow 010D,74,1325
E01002636,Hounslow 010E,91,1520
E01002637,Hounslow 005C,85,1230
E01002638,Hounslow 005D,79,1277
E01002639,Hounslow 012B,57,1335
E01002640,Hounslow 012C,60,1449
E01002641,Hounslow 018A,77,1485
E01002642,Hounslow 015A,72,1532
E01002643,Hounslow 015B,73,1669
E01002645,Hounslow 015C,95,1599
E01002646,Hounslow 017B,91,1421
E01002647,Hounslow 021A,111,1544
E01002648,Hounslow 018C,105,2029
E01002649,Hounslow 018D,53,1436
E01002650,Hounslow 021B,78,1684
E01002651,Hounslow 021C,52,1359
E01002652,Hounslow 021D,75,1373
E01002653,Hounslow 019A,53,1388
E01002654,Hounslow 019B,62,1360
E01002655,Hounslow 019C,62,1411
E01002656,Hounslow 019D,40,968
E01002657,Hounslow 018E,48,1379
E01002658,Hounslow 015D,31,988
E01002659,Hounslow 019E,41,1013
E01002660,Hounslow 016C,63,1380
E01002661,Hounslow 016D,63,1469
E01002662,Hounslow 017C,66,1634
E01002663,Hounslow 017D,73,1552
E01002664,Hounslow 017E,68,1341
E01002665,Hounslow 016E,48,1202
E01002666,Hounslow 021E,76,1236
E01002667,Hounslow 020A,52,1195
E01002668,Hounslow 014A,65,1516
E01002669,Hounslow 014B,77,1290
E01002670,Hounslow 020B,64,1308
E01002671,Hounslow 020C,45,1242
E01002672,Hounslow 020D,70,1197
E01002673,Hounslow 020E,64,1102
E01002674,Hounslow 012D,34,1285
E01002675,Hounslow 009A,70,1824
E01002676,Hounslow 012E,53,1324
E01002677,Hounslow 015E,63,1213
E01002678,Hounslow 009B,49,1451
E01002679,Hounslow 009C,42,1365
E01002680,Hounslow 009D,89,1512
E01002681,Hounslow 014C,70,1558
E01002682,Hounslow 014D,65,1731
E01002683,Hounslow 014E,63,1896
E01002684,Hounslow 006D,85,1884
E01002686,Hounslow 006E,80,1323
E01002687,Hounslow 029A,50,1411
E01002689,Hounslow 007E,53,1199
E01002690,Hounslow 007F,34,1128
E01002691,Hounslow 029B,39,1212
E01002692,Hounslow 029C,62,1469
E01002693,Hounslow 029D,32,1248
E01002694,Islington 019A,92,1114
E01002695,Islington 021A,56,1349
E01002696,Islington 020A,72,1535
E01002697,Islington 019B,91,1643
E01002698,Islington 017A,89,1745
E01002699,Islington 017B,53,1287
E01002700,Islington 017C,34,1196
E01002701,Islington 023A,81,1261
E01002702,Islington 023B,109,1554
E01002703,Islington 023C,74,1296
E01002704,Islington 023D,127,1764
E01002706,Islington 023E,85,1536
E01002707,Islington 022B,68,1482
E01002708,Islington 015A,66,1632
E01002709,Islington 019C,73,1389
E01002710,Islington 019D,86,1238
E01002711,Islington 021B,71,1698
E01002712,Islington 015B,112,1562
E01002713,Islington 015C,80,1170
E01002714,Islington 017D,41,1422
E01002715,Islington 019E,89,1108
E01002716,Islington 014A,117,1736
E01002717,Islington 016A,49,1033
E01002718,Islington 014B,49,1417
E01002719,Islington 016B,44,1177
E01002720,Islington 016C,125,1671
E01002721,Islington 014C,76,1346
E01002722,Islington 018A,71,1032
E01002723,Islington 022C,62,1209
E01002724,Islington 022D,36,1795
E01002725,Islington 022E,54,1137
E01002726,Islington 022F,76,1362
E01002727,Islington 021C,62,1364
E01002728,Islington 021D,57,1440
E01002729,Islington 021E,69,1289
E01002730,Islington 007A,102,1509
E01002731,Islington 007B,92,2108
E01002732,Islington 005A,134,1446
E01002733,Islington 007C,53,1172
E01002734,Islington 005B,98,1180
E01002735,Islington 003A,66,1351
E01002736,Islington 005C,76,1023
E01002737,Islington 005D,113,1369
E01002738,Islington 009A,85,1397
E01002739,Islington 013A,62,1451
E01002740,Islington 013B,36,1461
E01002741,Islington 009B,79,1104
E01002742,Islington 006A,36,1271
E01002743,Islington 009C,56,1239
E01002744,Islington 009D,66,1205
E01002745,Islington 013C,51,1206
E01002747,Islington 006B,45,1333
E01002748,Islington 006C,93,1142
E01002749,Islington 006D,40,972
E01002751,Islington 005E,127,1390
E01002752,Islington 009E,64,1162
E01002753,Islington 002A,76,1154
E01002754,Islington 002B,58,1176
E01002755,Islington 001A,90,1012
E01002756,Islington 001B,55,1087
E01002757,Islington 002C,64,1088
E01002758,Islington 001C,91,1186
E01002759,Islington 002D,38,1276
E01002760,Islington 002E,103,1135
E01002762,Islington 011C,77,1693
E01002763,Islington 007D,56,1201
E01002764,Islington 010A,80,1359
E01002765,Islington 015D,122,1958
E01002766,Islington 015E,88,1366
E01002767,Islington 011D,92,1628
E01002768,Islington 004A,74,1289
E01002769,Islington 008A,42,1702
E01002770,Islington 004B,54,1226
E01002771,Islington 004C,89,1157
E01002772,Islington 002F,85,1481
E01002773,Islington 004D,84,1052
E01002774,Islington 004E,117,1704
E01002775,Islington 014D,50,1229
E01002776,Islington 014E,62,1254
E01002777,Islington 012A,66,1378
E01002778,Islington 012B,99,1223
E01002779,Islington 012C,58,1563
E01002780,Islington 014F,77,1327
E01002781,Islington 012D,69,1046
E01002782,Islington 012E,86,1058
E01002783,Islington 010B,74,1185
E01002784,Islington 010C,102,1353
E01002785,Islington 008B,74,1497
E01002786,Islington 010D,81,1394
E01002787,Islington 010E,81,1369
E01002788,Islington 008C,71,1575
E01002789,Islington 008D,47,1538
E01002790,Islington 016D,76,1118
E01002791,Islington 016E,56,1255
E01002792,Islington 017E,82,1559
E01002793,Islington 016F,106,1562
E01002794,Islington 020B,64,1477
E01002795,Islington 013D,80,1643
E01002796,Islington 013E,40,889
E01002797,Islington 018B,108,1539
E01002798,Islington 018C,50,1640
E01002799,Islington 018D,110,1381
E01002800,Islington 018E,70,742
E01002801,Islington 020C,41,1299
E01002802,Islington 020D,53,1214
E01002803,Islington 020E,66,1731
E01002804,Islington 001D,88,1305
E01002805,Islington 003B,62,1329
E01002806,Islington 003C,78,1274
E01002807,Islington 001E,94,1366
E01002808,Islington 003D,81,1556
E01002809,Islington 003E,92,1300
E01002810,Islington 003F,88,1247
E01002811,Islington 001F,81,1132
E01002812,Kensington and Chelsea 013A,51,1551
E01002813,Kensington and Chelsea 011A,34,1376
E01002814,Kensington and Chelsea 015A,90,1548
E01002815,Kensington and Chelsea 011B,40,1160
E01002816,Kensington and Chelsea 011C,20,1073
E01002817,Kensington and Chelsea 011D,30,1215
E01002818,Kensington and Chelsea 012A,38,1685
E01002819,Kensington and Chelsea 012B,32,1309
E01002820,Kensington and Chelsea 016A,20,1042
E01002821,Kensington and Chelsea 014A,11,1158
E01002822,Kensington and Chelsea 016B,21,904
E01002823,Kensington and Chelsea 014B,53,1038
E01002824,Kensington and Chelsea 008A,27,1199
E01002825,Kensington and Chelsea 008B,44,1486
E01002826,Kensington and Chelsea 008C,39,1263
E01002827,Kensington and Chelsea 008D,37,1462
E01002828,Kensington and Chelsea 008E,25,1063
E01002829,Kensington and Chelsea 004A,76,1251
E01002830,Kensington and Chelsea 004B,116,1444
E01002831,Kensington and Chelsea 004C,108,1599
E01002832,Kensington and Chelsea 004D,86,1375
E01002833,Kensington and Chelsea 007A,52,1206
E01002834,Kensington and Chelsea 013B,29,1140
E01002835,Kensington and Chelsea 016C,41,1261
E01002836,Kensington and Chelsea 016D,26,1183
E01002837,Kensington and Chelsea 016E,18,1092
E01002838,Kensington and Chelsea 020A,25,1421
E01002839,Kensington and Chelsea 013C,97,1359
E01002840,Kensington and Chelsea 021A,73,984
E01002841,Kensington and Chelsea 021B,74,1130
E01002842,Kensington and Chelsea 021C,73,917
E01002843,Kensington and Chelsea 021D,57,954
E01002844,Kensington and Chelsea 019A,35,1103
E01002845,Kensington and Chelsea 019B,40,1088
E01002846,Kensington and Chelsea 017A,64,1155
E01002847,Kensington and Chelsea 015B,54,1392
E01002848,Kensington and Chelsea 015C,61,1348
E01002849,Kensington and Chelsea 017B,51,1259
E01002850,Kensington and Chelsea 013D,47,1238
E01002851,Kensington and Chelsea 015D,101,1395
E01002852,Kensington and Chelsea 001A,113,1411
E01002853,Kensington and Chelsea 001B,66,837
E01002854,Kensington and Chelsea 001C,80,805
E01002855,Kensington and Chelsea 001D,112,1344
E01002856,Kensington and Chelsea 004E,106,1490
E01002857,Kensington and Chelsea 001E,97,1002
E01002858,Kensington and Chelsea 014C,61,1010
E01002859,Kensington and Chelsea 012C,23,1332
E01002860,Kensington and Chelsea 012D,28,1221
E01002861,Kensington and Chelsea 014D,49,1121
E01002862,Kensington and Chelsea 014E,65,1260
E01002863,Kensington and Chelsea 012E,21,1164
E01002864,Kensington and Chelsea 009A,36,1042
E01002865,Kensington and Chelsea 011E,24,1010
E01002866,Kensington and Chelsea 009B,61,1417
E01002867,Kensington and Chelsea 009C,80,1593
E01002868,Kensington and Chelsea 009D,28,1272
E01002869,Kensington and Chelsea 009E,48,1217
E01002870,Kensington and Chelsea 005A,75,1064
E01002871,Kensington and Chelsea 007B,44,1302
E01002872,Kensington and Chelsea 005B,62,1016
E01002873,Kensington and Chelsea 007C,51,1045
E01002874,Kensington and Chelsea 007D,41,1135
E01002875,Kensington and Chelsea 007E,35,1075
E01002876,Kensington and Chelsea 003A,68,1305
E01002877,Kensington and Chelsea 003B,80,1222
E01002878,Kensington and Chelsea 003C,91,1321
E01002879,Kensington and Chelsea 005C,84,1155
E01002880,Kensington and Chelsea 005D,115,1142
E01002881,Kensington and Chelsea 005E,81,1039
E01002882,Kensington and Chelsea 006A,45,1027
E01002883,Kensington and Chelsea 006B,38,1395
E01002884,Kensington and Chelsea 006C,38,1219
E01002885,Kensington and Chelsea 006D,59,1349
E01002886,Kensington and Chelsea 006E,24,1230
E01002887,Kensington and Chelsea 010A,44,1192
E01002888,Kensington and Chelsea 013E,60,1815
E01002889,Kensington and Chelsea 010B,24,1036
E01002890,Kensington and Chelsea 010C,21,1277
E01002891,Kensington and Chelsea 010D,37,1172
E01002892,Kensington and Chelsea 010E,33,1544
E01002893,Kensington and Chelsea 017C,66,1504
E01002894,Kensington and Chelsea 017D,52,1197
E01002895,Kensington and Chelsea 020B,16,1045
E01002896,Kensington and Chelsea 020C,30,1445
E01002897,Kensington and Chelsea 020D,42,1123
E01002898,Kensington and Chelsea 017E,29,1178
E01002899,Kensington and Chelsea 018A,37,1074
E01002900,Kensington and Chelsea 018B,34,1150
E01002901,Kensington and Chelsea 018C,12,776
E01002902,Kensington and Chelsea 018D,61,1413
E01002903,Kensington and Chelsea 018E,16,1177
E01002904,Kensington and Chelsea 002A,93,879
E01002905,Kensington and Chelsea 002B,86,1188
E01002906,Kensington and Chelsea 002C,95,1251
E01002907,Kensington and Chelsea 002D,82,922
E01002908,Kensington and Chelsea 003D,42,1066
E01002909,Kensington and Chelsea 003E,78,1795
E01002910,Kensington and Chelsea 019C,38,1086
E01002911,Kensington and Chelsea 019D,30,1309
E01002912,Kensington and Chelsea 020E,44,1335
E01002913,Kensington and Chelsea 021E,62,1525
E01002914,Kensington and Chelsea 019E,24,1191
E01002915,Kingston upon Thames 014A,33,991
E01002916,Kingston upon Thames 014B,35,1077
E01002917,Kingston upon Thames 014C,28,1019
E01002918,Kingston upon Thames 017A,45,1223
E01002919,Kingston upon Thames 017B,56,1256
E01002920,Kingston upon Thames 014D,25,1108
E01002921,Kingston upon Thames 011A,56,1302
E01002922,Kingston upon Thames 010A,28,1223
E01002923,Kingston upon Thames 013A,53,1191
E01002924,Kingston upon Thames 014E,30,1060
E01002925,Kingston upon Thames 013B,38,1249
E01002926,Kingston upon Thames 010B,31,1081
E01002927,Kingston upon Thames 008A,41,1137
E01002928,Kingston upon Thames 008B,30,1156
E01002929,Kingston upon Thames 007A,34,1211
E01002930,Kingston upon Thames 007B,45,1266
E01002931,Kingston upon Thames 007C,37,1316
E01002932,Kingston upon Thames 006A,86,1256
E01002933,Kingston upon Thames 004A,60,1377
E01002934,Kingston upon Thames 004B,33,1307
E01002935,Kingston upon Thames 003A,38,1450
E01002937,Kingston upon Thames 004D,30,1223
E01002938,Kingston upon Thames 003B,35,1357
E01002939,Kingston upon Thames 018A,42,1140
E01002940,Kingston upon Thames 020A,44,1104
E01002941,Kingston upon Thames 018B,32,1090
E01002942,Kingston upon Thames 018C,23,996
E01002943,Kingston upon Thames 020B,39,1036
E01002944,Kingston upon Thames 019A,30,979
E01002945,Kingston upon Thames 019B,30,1154
E01002946,Kingston upon Thames 019C,41,1144
E01002947,Kingston upon Thames 019D,30,1188
E01002948,Kingston upon Thames 020C,50,1492
E01002949,Kingston upon Thames 020D,44,1341
E01002950,Kingston upon Thames 020E,50,1148
E01002951,Kingston upon Thames 003C,46,1137
E01002952,Kingston upon Thames 002A,18,1094
E01002953,Kingston upon Thames 002B,19,947
E01002954,Kingston upon Thames 003D,32,930
E01002955,Kingston upon Thames 002C,33,1056
E01002956,Kingston upon Thames 002D,14,1219
E01002957,Kingston upon Thames 003E,56,1258
E01002958,Kingston upon Thames 008C,41,1241
E01002959,Kingston upon Thames 002E,25,1012
E01002960,Kingston upon Thames 006B,24,1159
E01002961,Kingston upon Thames 008D,26,1260
E01002962,Kingston upon Thames 006C,55,1103
E01002963,Kingston upon Thames 007D,45,1281
E01002964,Kingston upon Thames 005A,51,1794
E01002965,Kingston upon Thames 009A,53,1927
E01002966,Kingston upon Thames 010C,50,1461
E01002967,Kingston upon Thames 009B,39,1534
E01002968,Kingston upon Thames 009C,60,2276
E01002969,Kingston upon Thames 005B,98,1287
E01002970,Kingston upon Thames 006D,67,1196
E01002971,Kingston upon Thames 005C,39,1334
E01002972,Kingston upon Thames 005D,63,1488
E01002973,Kingston upon Thames 006E,64,1026
E01002974,Kingston upon Thames 005E,50,1437
E01002975,Kingston upon Thames 012A,30,991
E01002976,Kingston upon Thames 015A,29,1185
E01002977,Kingston upon Thames 012B,56,1168
E01002978,Kingston upon Thames 015B,46,1337
E01002979,Kingston upon Thames 015C,29,1168
E01002980,Kingston upon Thames 012C,31,1049
E01002981,Kingston upon Thames 012D,27,1118
E01002982,Kingston upon Thames 015D,21,1007
E01002983,Kingston upon Thames 015E,32,1210
E01002984,Kingston upon Thames 012E,28,965
E01002985,Kingston upon Thames 007E,44,1183
E01002986,Kingston upon Thames 008E,37,922
E01002987,Kingston upon Thames 011B,82,1411
E01002988,Kingston upon Thames 011C,34,1652
E01002989,Kingston upon Thames 011D,31,1535
E01002990,Kingston upon Thames 009D,50,1437
E01002991,Kingston upon Thames 009E,31,1317
E01002992,Kingston upon Thames 010D,24,1548
E01002993,Kingston upon Thames 013C,25,1262
E01002994,Kingston upon Thames 016A,34,1079
E01002995,Kingston upon Thames 013D,16,1060
E01002996,Kingston upon Thames 016B,23,1106
E01002997,Kingston upon Thames 016C,30,1114
E01002998,Kingston upon Thames 016D,37,1113
E01002999,Kingston upon Thames 013E,61,1191
E01003000,Kingston upon Thames 017C,43,1153
E01003001,Kingston upon Thames 017D,38,1340
E01003002,Kingston upon Thames 016E,58,1320
E01003003,Kingston upon Thames 017E,43,1176
E01003004,Kingston upon Thames 018D,41,1137
E01003005,Kingston upon Thames 018E,25,1090
E01003006,Kingston upon Thames 001A,30,1032
E01003007,Kingston upon Thames 001B,27,1029
E01003008,Kingston upon Thames 001C,18,976
E01003009,Kingston upon Thames 001D,40,1333
E01003010,Kingston upon Thames 001E,32,1082
E01003011,Kingston upon Thames 004E,44,1276
E01003013,Lambeth 036A,28,1478
E01003014,Lambeth 036B,58,1281
E01003015,Lambeth 002A,98,1244
E01003016,Lambeth 036C,43,1251
E01003017,Lambeth 036D,73,1389
E01003018,Lambeth 020A,87,1793
E01003019,Lambeth 015A,52,1796
E01003020,Lambeth 016A,83,1444
E01003021,Lambeth 021A,124,1492
E01003022,Lambeth 021B,66,1428
E01003023,Lambeth 021C,96,1970
E01003024,Lambeth 021D,105,1322
E01003025,Lambeth 021E,113,1562
E01003026,Lambeth 019A,23,1262
E01003027,Lambeth 019B,30,1040
E01003028,Lambeth 019C,42,1144
E01003029,Lambeth 017A,60,1503
E01003030,Lambeth 019D,37,1515
E01003031,Lambeth 023A,87,1391
E01003032,Lambeth 017B,78,1417
E01003033,Lambeth 019E,40,1175
E01003034,Lambeth 012A,82,1384
E01003035,Lambeth 012B,62,1390
E01003036,Lambeth 012C,44,1311
E01003037,Lambeth 013A,87,1100
E01003038,Lambeth 013B,31,1272
E01003039,Lambeth 013C,52,1724
E01003040,Lambeth 013D,43,1044
E01003041,Lambeth 017C,64,1239
E01003042,Lambeth 013E,57,877
